0,0
960,1
3600,1
4620,1
4920,1
4920,1
4980,1
4920,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4620,0
3420,0
2520,0
1920,0
1500,0
1080,0
780,0
540,0
240,0
0,0
0,0
0,0
0,0
900,1
3540,1
4620,1
4860,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4680,0
3420,0
2520,0
1980,0
1440,0
1140,0
780,0
480,0
240,0
0,0
0,0
0,0
0,0
840,1
3480,1
4620,1
4860,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4920,1
4740,0
3420,0
2580,0
1980,0
1500,0
1080,0
840,0
540,0
240,0
0,0
0,0
0,0
0,0
720,1
3540,1
4560,1
4920,1
4920,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4680,0
3480,0
2640,0
1920,0
1500,0
1140,0
840,0
540,0
300,0
0,0
0,0
0,0
0,0
660,1
3480,1
4560,1
4860,1
4920,1
4980,1
4980,1
4920,1
4980,1
4980,1
4980,1
4980,1
4980,1
4740,0
3540,0
2580,0
1980,0
1560,0
1140,0
840,0
540,0
300,0
60,0
0,0
0,0
0,0
600,1
3420,1
4560,1
4860,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4740,0
3600,0
2640,0
1980,0
1500,0
1140,0
840,0
540,0
300,0
0,0
0,0
0,0
0,0
540,1
3360,1
4560,1
4860,1
4920,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4800,0
3540,0
2700,0
2040,0
1500,0
1200,0
840,0
600,0
300,0
0,0
0,0
0,0
0,0
540,1
3300,1
4500,1
4860,1
4920,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4800,0
3660,0
2700,0
2040,0
1560,0
1200,0
900,0
600,0
360,0
60,0
0,0
0,0
0,0
480,1
3240,1
4500,1
4800,1
4980,1
4920,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4740,0
3660,0
2700,0
2040,0
1620,0
1200,0
900,0
600,0
360,0
60,0
0,0
0,0
0,0
420,1
3180,1
4500,1
4860,1
4920,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4980,1
4800,0
3720,0
2760,0
2100,0
1620,0
1200,0
960,0
660,0
420,0
120,0
0,0
0,0
0,0
420,1
3120,1
4440,1
4860,1
4920,1
4920,1
4980,1
4980,1
4980,1
4980,1
4920,1
4920,1
4920,1
4860,0
3660,0
2760,0
2160,0
1620,0
1200,0
960,0
660,0
420,0
120,0
0,0
0,0
0,0
300,1
3120,1
4440,1
4860,1
4920,1
4920,1
4920,1
4920,1
4920,1
4980,1
4980,1
4980,1
4920,1
4860,0
3660,0
2820,0
2100,0
1620,0
1260,0
960,0
660,0
480,0
120,0
